activity,wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
10,1484,904,-1918,-2983,-4813,-3848,1871,-1087,467,1834,1821,-8054,-46,-1537,-1461,-4553,4191,-2757,-49,-14,-5,7847,195,-621,0.322580636,5.043988228,1.627092957,0.422767818
10,1446,818,-1794,-2927,-4862,-3790,1900,-1197,422,2161,1763,-8111,-76,-1491,-1334,-4622,4173,-2817,-52,-10,-5,7844,190,-631,0.322580636,5.043988228,1.627092957,0.422775596
10,1405,813,-1643,-2880,-4887,-3753,1798,-1152,423,2084,1761,-8253,-13,-1464,-1262,-4767,4213,-2868,-37,-9,-21,7795,213,-633,0.312805474,5.043988228,1.577787161,0.422783136
10,1364,879,-1553,-2839,-5036,-3695,1694,-1100,434,2031,1514,-7976,121,-1478,-1231,-4991,4415,-2777,-11,-24,-29,7845,242,-617,0.307917893,5.043988228,1.553134203,0.422790527
10,1328,986,-1445,-2892,-5178,-3665,1605,-959,418,2088,1277,-8159,180,-1515,-1210,-5113,4600,-2766,-17,6,-15,7898,261,-622,0.303030312,5.043988228,1.528481364,0.422797859
10,1308,1032,-1421,-3085,-5327,-3649,1558,-913,408,1895,1175,-8033,193,-1577,-1152,-5115,4805,-2900,-32,14,-13,7906,262,-626,0.317693055,5.05376339,1.605545521,0.422805548
10,1303,990,-1417,-3172,-5392,-3651,1496,-812,385,1795,1122,-8030,119,-1649,-1142,-5254,5038,-2902,-6,39,-15,7842,233,-646,0.312805474,5.043988228,1.577787161,0.422813088
10,1326,904,-1406,-3068,-5494,-3651,1442,-759,376,1721,1011,-7981,10,-1758,-1178,-5423,5110,-2854,-10,21,-15,7822,221,-692,0.312805474,5.043988228,1.577787161,0.422820628
10,1349,872,-1407,-3020,-5622,-3570,1365,-644,336,1643,919,-8025,-78,-1872,-1196,-5472,4978,-2665,-22,26,-15,7824,196,-699,0.312805474,5.043988228,1.577787161,0.422828168
10,1403,830,-1437,-2881,-5844,-3684,1281,-608,323,1469,766,-8002,-89,-1900,-1205,-5611,4881,-2498,-52,28,-19,7803,204,-685,0.317693055,5.043988228,1.60244,0.422835797
10,1442,782,-1431,-2644,-6025,-3557,1194,-627,299,1253,644,-8075,-108,-1888,-1292,-5672,4730,-2415,-54,13,-27,7778,234,-702,0.317693055,5.05376339,1.605545521,0.422843486
10,1460,734,-1394,-2427,-6083,-3403,1148,-682,255,1160,544,-8147,-245,-1861,-1302,-5990,4775,-2215,-37,-3,-29,7759,257,-718,0.317693055,5.05376339,1.605545521,0.422851175
10,1485,662,-1431,-2394,-6176,-3194,1117,-708,213,1092,444,-8148,-501,-2093,-1300,-6393,4385,-2150,-29,-5,-16,7811,278,-684,0.312805474,5.043988228,1.577787161,0.422858715
10,1480,558,-1441,-2022,-6311,-2975,1083,-758,153,982,322,-8158,-587,-2475,-1329,-6677,4353,-2227,-45,-23,-10,7823,275,-652,0.322580636,5.05376339,1.630246162,0.422866523
10,1524,603,-1407,-1803,-6475,-2815,1054,-803,109,907,319,-8173,-593,-2908,-1115,-7052,3754,-2066,-44,-11,8,7839,268,-575,0.322580636,5.05376339,1.630246162,0.422874302
10,1573,693,-1423,-1691,-6516,-2684,990,-888,56,770,211,-8235,-597,-3255,-1057,-7209,4184,-2133,-43,3,10,7845,264,-573,0.307917893,5.043988228,1.553134203,0.422881752
10,1727,878,-1404,-1559,-6911,-2776,949,-932,-32,709,234,-8279,-647,-3854,-1096,-7036,3662,-1843,-44,-6,10,7830,278,-599,0.322580636,5.05376339,1.630246162,0.422889531
10,1844,892,-1330,-1401,-7013,-2673,820,-944,-193,498,147,-8293,-595,-4188,-1007,-6915,3702,-1289,-64,-3,11,7832,297,-585,0.327468216,5.05376339,1.654946923,0.422897428
10,1949,849,-1287,-1392,-6949,-2386,732,-954,-318,544,1,-8261,-807,-4570,-822,-7042,3603,-989,-82,-15,7,7813,318,-577,0.322580636,5.05376339,1.630246162,0.422905207
10,1984,827,-1209,-1234,-7094,-2294,698,-899,-412,530,-211,-8283,-888,-4871,-631,-6915,3184,-348,-76,-19,6,7814,303,-568,0.34701857,5.05376339,1.753749728,0.422913551
10,1957,662,-1067,-1211,-7214,-2286,686,-858,-437,534,-284,-8405,-1026,-5168,-421,-6765,3218,188,-71,-30,5,7773,277,-492,0.327468216,5.05376339,1.654946923,0.422921479
10,2014,517,-977,-901,-7441,-2635,651,-784,-452,465,-297,-8493,-1025,-5133,-262,-6612,2844,694,-78,-52,16,7801,344,-538,0.317693055,5.05376339,1.605545521,0.422929168
10,2188,567,-870,-587,-7444,-2459,588,-710,-513,331,-359,-8528,-563,-5057,-224,-6539,2375,1315,-80,-60,45,7884,336,-588,0.322580636,5.05376339,1.630246162,0.422936946
10,2118,499,-705,-270,-7235,-1789,587,-695,-542,126,-460,-8591,-453,-5149,-203,-6415,2073,1827,-50,-8,50,7938,261,-609,0.312805474,5.043988228,1.577787161,0.422944486
10,1963,734,-517,104,-7173,-1399,628,-759,-514,16,-538,-8542,-117,-5426,-93,-6603,2138,2221,-25,-26,43,7866,111,-580,0.312805474,5.05376339,1.580844879,0.422952086
10,1862,1091,-344,211,-7524,-1297,623,-926,-476,0,-442,-8512,200,-5909,77,-6543,1769,2315,23,-14,25,7908,73,-544,0.317693055,5.05376339,1.605545521,0.422959745
10,1937,1390,-187,283,-7654,-1473,552,-1068,-505,12,-303,-8577,917,-5973,120,-5798,1609,3072,24,-16,2,7867,91,-566,0.322580636,5.05376339,1.630246162,0.422967523
10,2039,1517,83,369,-7416,-1516,528,-1105,-556,-111,-288,-8669,1120,-5816,129,-4965,1686,3718,20,7,-17,7851,109,-461,0.317693055,5.043988228,1.60244,0.422975212
10,2153,1412,363,471,-7259,-1491,543,-986,-694,-242,-257,-8581,1158,-5135,159,-4291,1883,5025,96,-31,-57,7812,172,-571,0.317693055,5.05376339,1.605545521,0.422982901
10,2148,1250,721,347,-6855,-856,487,-793,-830,-278,-248,-8506,1117,-4097,286,-3594,1354,5798,117,-28,-56,7862,224,-680,0.322580636,5.05376339,1.630246162,0.42299068
10,2011,1062,1008,388,-6545,51,395,-722,-947,-377,-230,-8575,1435,-3581,598,-3604,602,5638,75,6,-35,7896,134,-673,0.317693055,5.05376339,1.605545521,0.422998369
10,1834,928,1451,475,-6622,807,298,-790,-990,-482,-137,-8187,1982,-3522,903,-3547,468,5601,107,16,-37,7827,145,-589,0.312805474,5.043988228,1.577787161,0.423005909
10,1724,868,1767,284,-6410,1537,128,-956,-1070,-632,-139,-7896,2402,-3375,1395,-2927,1124,6181,154,11,-45,7751,238,-612,0.307917893,5.043988228,1.553134203,0.42301333
10,1481,534,2094,178,-6519,2034,-47,-1223,-1227,-911,-172,-8045,2126,-3004,1911,-1103,1559,7288,71,-29,-26,7740,358,-688,0.317693055,5.043988228,1.60244,0.423020989
10,1048,-91,2557,-86,-6251,2471,-135,-1492,-1304,-856,-161,-8301,1888,-2305,2322,-515,1921,7489,2,-51,-22,7848,375,-705,0.312805474,5.05376339,1.580844879,0.423028558
10,626,-355,2858,-627,-5748,2739,-143,-1849,-1357,-518,-285,-8517,1848,-1303,2696,835,2482,7686,-47,-26,-27,7859,286,-664,0.307917893,5.043988228,1.553134203,0.423035979
10,-86,-710,3110,-1738,-5182,3290,-105,-1678,-1395,-168,-502,-8870,2160,-492,2872,1997,3260,8089,-67,-53,-9,7769,170,-729,0.298142731,5.043988228,1.503828406,0.423043162
10,-736,-882,3181,-2879,-4886,3757,-15,-1263,-1375,253,-388,-8822,2633,734,3147,3375,4726,7924,-65,-59,31,7756,44,-633,0.303030312,5.043988228,1.528481364,0.423050493
10,-1642,-1159,3057,-4783,-4593,3964,-76,-1007,-1380,47,-331,-8831,2837,2220,3313,4282,6390,7315,-33,-72,34,7763,-31,-531,0.312805474,5.043988228,1.577787161,0.423058033
10,-2330,-1412,2779,-6349,-4280,3432,-108,-964,-1459,132,-295,-8758,2929,4197,3451,5839,8632,6845,101,-97,7,7766,142,-612,0.327468216,5.043988228,1.651745796,0.423065931
10,-3219,-1795,1913,-9436,-4015,2174,-118,-857,-1612,482,-37,-8066,2794,6179,3685,7631,11136,6095,136,-133,11,7841,278,-647,0.327468216,5.043988228,1.651745796,0.423073828
10,-3963,-2464,1052,-11473,-4283,1261,-251,-429,-1728,1195,-74,-7368,2849,9626,3827,9082,13930,3957,83,-114,37,7877,295,-604,0.317693055,5.043988228,1.60244,0.423081487
10,-4506,-3359,290,-12633,-4843,397,-360,898,-1913,1932,-352,-6744,2265,13065,3548,9296,16151,1855,23,-109,68,7898,335,-616,0.322580636,5.05376339,1.630246162,0.423089325
10,-5086,-5322,-641,-13186,-6079,-114,-379,1972,-2101,1770,-826,-7233,680,15856,3146,9975,17663,-212,-44,-108,87,7864,373,-656,0.312805474,5.043988228,1.577787161,0.423096865
10,-5377,-6788,-1152,-12026,-5690,-164,-238,2642,-2207,832,-1352,-8845,-642,17379,1945,9594,17832,-3221,-88,-123,86,7806,388,-649,0.317693055,5.05376339,1.605545521,0.423104525
10,-6043,-8347,-1678,-10174,-5181,-666,32,2752,-2217,295,-1453,-9678,-1618,18156,332,7910,17339,-5421,-102,-138,97,7889,396,-641,0.312805474,5.05376339,1.580844879,0.423112094
10,-6654,-9056,-2033,-9343,-5049,-1374,405,2820,-2344,-196,-1425,-9987,-2662,17919,-1957,7720,17467,-7738,-133,-110,118,7952,377,-644,0.317693055,5.05376339,1.605545521,0.423119783
10,-7032,-8986,-3083,-9204,-4789,-3838,524,2972,-2524,-376,-1413,-9655,-2494,17852,-4818,7947,16297,-9219,-140,-95,136,7912,284,-643,0.322580636,5.05376339,1.630246162,0.423127621
10,-7076,-8401,-4203,-10311,-4915,-5578,385,3054,-2815,-477,-1409,-8448,-1673,17621,-7442,8364,14882,-12931,-158,-83,137,7884,97,-623,0.317693055,5.05376339,1.605545521,0.423135281
10,-6891,-7709,-5753,-10692,-4877,-6408,182,3269,-3122,-534,-1478,-7966,-268,16501,-9254,6780,13900,-17057,-113,-97,144,7823,44,-574,0.322580636,5.043988228,1.627092957,0.423143089
10,-6870,-7197,-6835,-10333,-3948,-5538,212,3393,-3400,-684,-1677,-8139,-2510,13813,-10623,3100,16394,-18836,-130,-109,139,7825,-105,-661,0.322580636,5.05376339,1.630246162,0.423150867
10,-6656,-7281,-7789,-9945,-4020,-6799,573,3027,-3313,-747,-1762,-8217,-6276,10036,-10685,1645,14202,-18100,-136,-95,140,7778,-215,-717,0.322580636,5.05376339,1.630246162,0.423158646
10,-5382,-8138,-8485,-8503,-4851,-10786,1067,2314,-2949,-481,-1648,-8565,-7436,8086,-10510,3507,8747,-18608,-93,-115,119,7735,-321,-873,0.312805474,5.043988228,1.577787161,0.423166215
10,-4140,-8636,-8347,-6401,-4447,-12338,1492,1272,-2510,159,-1068,-9646,-7572,7660,-10254,3039,4468,-18328,78,-97,54,7845,-218,-988,0.322580636,5.05376339,1.630246162,0.423174024
10,-3005,-8890,-7772,-3667,-2859,-11803,1600,613,-2594,584,-730,-9732,-7105,6589,-9710,802,2800,-16794,203,-109,-29,7883,-129,-982,0.322580636,5.05376339,1.630246162,0.423181802
10,-2773,-8780,-7291,-1932,-1966,-10559,1605,-48,-2740,1708,-580,-9076,-7131,4991,-8925,-67,2013,-15297,275,-101,-69,8015,-94,-858,0.322580636,5.05376339,1.630246162,0.42318958
10,-2608,-8076,-6620,1012,-2472,-10319,1400,-357,-2458,3748,-597,-8591,-7283,3859,-8078,-839,-824,-14463,308,-44,-115,7936,-161,-734,0.322580636,5.05376339,1.630246162,0.423197359
10,-2448,-7017,-6099,2525,-2713,-10326,982,-382,-1843,5249,-414,-7780,-6176,3046,-7403,-2242,-3564,-13506,302,-11,-138,7810,-261,-617,0.322580636,5.043988228,1.627092957,0.423205167
10,-2234,-4906,-5467,3376,-2605,-9941,760,-158,-1550,4903,-277,-7376,-4097,2068,-6336,-2624,-4700,-11974,338,-8,-151,7813,-338,-690,0.307917893,5.043988228,1.553134203,0.423212558
10,-2062,-3248,-4815,3610,-2561,-9473,598,-18,-1258,4247,7,-6900,-2237,1457,-5033,-2989,-4930,-10749,425,49,-143,7920,-315,-743,0.322580636,5.05376339,1.630246162,0.423220336
10,-1758,-1862,-4049,3422,-2644,-8939,505,29,-942,3885,221,-6505,-1424,993,-3634,-3398,-4435,-10377,491,133,-132,7891,-243,-800,0.322580636,5.043988228,1.627092957,0.423228115
10,-1150,-870,-2770,3111,-2753,-7841,361,14,-481,3691,481,-6390,-967,435,-2705,-4084,-3884,-9683,438,139,-123,7782,-115,-904,0.322580636,5.05376339,1.630246162,0.423235953
10,-718,-593,-1729,2828,-2598,-7510,-33,-127,223,3928,572,-6353,-959,-349,-1474,-4034,-3810,-8931,363,104,-124,7734,16,-903,0.317693055,5.05376339,1.605545521,0.423243612
10,-119,-465,-254,2933,-2874,-7588,-370,-112,750,4236,469,-6252,-756,-763,-234,-4021,-3916,-8672,292,69,-142,7714,101,-833,0.317693055,5.043988228,1.60244,0.423251271
10,336,-178,724,2913,-3152,-7772,-785,-113,1311,4167,258,-6493,-33,-900,973,-4009,-4117,-8553,237,56,-134,7673,203,-708,0.312805474,5.05376339,1.580844879,0.423258841
10,878,555,2016,2883,-3270,-8385,-1174,-174,1672,4432,146,-7083,741,-918,2116,-3751,-3941,-8815,132,17,-112,7660,284,-620,0.327468216,5.043988228,1.651745796,0.423266739
10,1248,1451,2935,2853,-3327,-8881,-1619,16,2183,4957,57,-7744,1852,-784,3060,-3522,-3384,-9614,11,-30,-75,7678,314,-592,0.317693055,5.043988228,1.60244,0.423274428
10,1553,2420,3796,3006,-3643,-9437,-1830,489,2686,4869,124,-8174,2918,-627,4036,-3503,-2944,-10962,-76,-64,-41,7731,325,-630,0.327468216,5.05376339,1.654946923,0.423282355
10,1942,3826,4902,2412,-4175,-10140,-1994,1090,3299,4291,-154,-8425,4009,-782,5157,-3822,-2109,-12068,-177,-89,-16,7891,251,-650,0.307917893,5.043988228,1.553134203,0.423289776
10,2247,4953,5487,962,-4603,-10921,-1936,1339,3714,3659,-365,-8842,4747,-1248,6701,-3550,-452,-13211,-211,-64,-3,7906,190,-584,0.322580636,5.05376339,1.630246162,0.423297554
10,2627,6457,6262,-38,-5133,-10504,-1840,1374,3980,3106,-712,-9321,5801,-2275,7521,-3794,1443,-14599,-206,-70,-14,7878,161,-612,0.317693055,5.05376339,1.605545521,0.423305213
10,2936,7659,6847,-1077,-5749,-10620,-1649,1041,4152,2010,-988,-9647,6898,-3893,8308,-3121,2325,-14680,-234,-15,-9,7897,75,-519,0.322580636,5.043988228,1.627092957,0.423312992
10,3467,9218,7426,-1852,-5816,-10542,-1382,587,4105,945,-869,-10034,8421,-5307,9074,-1500,2466,-15131,-212,5,-17,7834,-24,-457,0.312805474,5.05376339,1.580844879,0.423320562
10,3791,10831,7815,-2461,-5615,-10483,-1065,-225,3949,-85,-763,-10356,10414,-6145,10016,-225,2851,-15463,-153,27,-6,7822,-28,-425,0.312805474,5.043988228,1.577787161,0.423328102
10,4087,12190,7787,-5808,-5318,-8805,-764,-1032,3805,-753,-1144,-10512,11714,-7369,11086,1306,5905,-14955,-49,-3,-10,7745,114,-430,0.317693055,5.05376339,1.605545521,0.423335761
10,4050,12204,7654,-7351,-5165,-6963,-355,-2778,3532,-2431,-2184,-11443,11432,-8537,12107,2369,8988,-14990,-22,18,-1,7947,276,-388,0.327468216,5.05376339,1.654946923,0.423343658
10,3908,11142,7631,-8532,-5327,-5407,369,-3961,3292,-2033,-2304,-10614,9192,-9951,12154,2425,13004,-15412,6,-65,-22,7772,230,-413,0.307917893,5.05376339,1.556144118,0.423351079
10,4603,8847,7543,-8387,-6303,-6199,923,-3719,2775,-420,-1269,-7973,5905,-11223,10772,2050,15876,-15309,-22,-25,-27,8094,303,-507,0.317693055,5.043988228,1.60244,0.423358768
10,5732,6506,7272,-9905,-6241,-7075,708,-3063,2365,39,-1097,-7260,1038,-12647,9582,2175,17384,-13962,-56,41,-45,7999,275,-375,0.317693055,5.05376339,1.605545521,0.423366427
10,6889,2472,5927,-12521,-6350,-6330,582,-2270,1962,-478,-1066,-7588,-3973,-13027,8494,3902,16695,-12488,-70,54,-77,7940,229,-321,0.327468216,5.05376339,1.654946923,0.423374325
10,7496,-2,4385,-14572,-5161,-3507,375,-1298,1180,-621,-1048,-8205,-7839,-13738,8376,4885,16121,-11273,-45,71,-95,7962,186,-376,0.317693055,5.05376339,1.605545521,0.423382014
10,8166,-2167,2542,-13941,-5002,-1118,525,-808,702,-1087,-1624,-8816,-9884,-15264,7671,5133,13879,-10465,-82,52,-102,8009,196,-498,0.317693055,5.05376339,1.605545521,0.423389703
10,8663,-2807,1705,-13056,-5133,-430,999,-1546,398,-2477,-2005,-9443,-10907,-16255,6433,6672,11489,-8139,-118,120,-75,8080,90,-585,0.317693055,5.05376339,1.605545521,0.423397362
10,8984,-3253,-20,-10844,-6269,-591,1323,-2941,419,-2703,-2059,-9577,-10409,-16323,5105,8796,10026,-5430,-125,146,-85,7902,-19,-541,0.317693055,5.05376339,1.605545521,0.423405051
10,8992,-3121,-1087,-9071,-5500,-507,1623,-4688,477,-2333,-1887,-10146,-8887,-14783,3344,9114,8462,-1041,-7,188,-122,7855,58,-613,0.317693055,5.05376339,1.605545521,0.42341274
10,8785,-2523,-1725,-7105,-5206,-208,1916,-5806,477,-1653,-1841,-10821,-7466,-12712,1064,9974,7927,1961,32,153,-141,7838,195,-738,0.332355827,5.043988228,1.676398873,0.423420727
10,8514,-1342,-2732,-7036,-2902,1496,2409,-6593,366,-372,-1630,-11271,-6171,-10432,-303,12050,8326,5737,24,136,-146,7898,289,-857,0.312805474,5.05376339,1.580844879,0.423428297
10,7415,-951,-3400,-7959,-1343,3929,2673,-6322,236,1021,-1452,-10241,-5950,-6682,-1245,12202,9169,7951,-35,173,-139,7921,149,-869,0.312805474,5.05376339,1.580844879,0.423435867
10,5457,-1316,-4129,-7484,-2166,6892,2557,-5046,294,2420,-1185,-8390,-7335,-3515,-1527,11721,8183,7944,-67,189,-140,7798,-34,-842,0.327468216,5.043988228,1.651745796,0.423443764
10,4393,-1785,-4575,-6795,-2762,7606,2340,-4172,546,3268,-1083,-7891,-7852,-1273,-1894,10015,6471,7379,-18,138,-156,7588,-49,-776,0.327468216,5.05376339,1.654946923,0.423451692
10,3110,-2208,-4784,-3896,-2157,9231,2203,-2834,869,3404,-1219,-7236,-7290,-481,-2978,8901,4630,7414,123,74,-166,7660,16,-838,0.322580636,5.05376339,1.630246162,0.42345947
10,1856,-1824,-4712,-1377,-2330,9103,2030,-644,1223,3544,-1430,-7708,-6164,-56,-4139,8461,3101,8798,114,39,-162,7757,102,-830,0.317693055,5.05376339,1.605545521,0.423467159
10,452,-380,-4803,929,-2553,8001,1849,970,1386,2244,-1401,-7785,-4894,1160,-5745,8385,2095,9813,51,34,-160,7763,227,-806,0.322580636,5.043988228,1.627092957,0.423474938
10,-729,1189,-4954,1213,-2860,7782,1572,2497,1321,174,-1194,-7599,-3913,2336,-6739,7358,1051,9133,-22,-14,-156,7750,381,-712,0.312805474,5.043988228,1.577787161,0.423482478
10,-1665,2421,-5010,209,-3577,7690,1308,3169,1146,-1376,-1083,-7223,-3493,2886,-6741,5820,902,8386,-105,-63,-141,7780,476,-585,0.312805474,5.05376339,1.580844879,0.423490047
10,-2356,2746,-4922,-715,-4067,6786,855,3566,991,-2922,-1350,-6823,-3697,3622,-6345,4507,250,7555,-186,-75,-115,7859,533,-545,0.303030312,5.05376339,1.531443477,0.423497379
10,-2726,2561,-4876,-373,-4194,5787,626,3280,1005,-3596,-1537,-6780,-3054,3873,-5939,2402,-1251,6622,-267,-61,-95,7903,406,-426,0.342130989,5.043988228,1.72570467,0.423505634
10,-2768,2387,-4897,1178,-5236,4059,561,2721,1135,-3947,-1834,-7162,-2001,3803,-5843,851,-1534,6404,-309,-42,-73,7870,297,-452,0.327468216,5.05376339,1.654946923,0.423513532
10,-2804,2646,-4497,2275,-5127,3408,611,2027,1252,-3809,-2108,-7287,-1183,4365,-5909,-66,-2290,6283,-306,-36,-61,7851,218,-480,0.337243408,5.05376339,1.704348445,0.423521698
10,-2810,2906,-4003,2900,-5797,3174,754,1349,1298,-3342,-2241,-7523,-538,4168,-5973,-1789,-2788,5625,-287,-51,-57,7830,215,-510,0.317693055,5.043988228,1.60244,0.423529387
10,-2774,3106,-3731,3415,-6273,3073,736,550,1259,-2531,-2460,-7494,85,3361,-5793,-3605,-3608,4595,-278,-64,-72,7852,312,-436,0.303030312,5.043988228,1.528481364,0.423536688
10,-2594,3328,-3372,3338,-6502,2340,582,23,1151,-1888,-2684,-7515,715,2259,-5377,-4249,-3490,4574,-237,-91,-81,7769,448,-368,0.317693055,5.043988228,1.60244,0.423544317
10,-2330,3350,-3059,3856,-6558,1509,327,-103,893,-1082,-2800,-7449,930,1871,-4961,-4252,-3826,4988,-228,-104,-76,7850,565,-426,0.312805474,5.043988228,1.577787161,0.423551857
10,-2055,3293,-2656,4264,-6400,1124,219,361,634,-880,-2618,-7425,1120,1756,-4710,-4550,-4426,4918,-257,-155,-78,7752,723,-458,0.312805474,5.043988228,1.577787161,0.423559397
10,-1731,3194,-2111,4649,-6538,949,23,1097,272,-1268,-2255,-7316,1486,1606,-4243,-5033,-5271,4959,-299,-147,-70,7885,710,-506,0.317693055,5.05376339,1.605545521,0.423567027
10,-1501,3066,-1629,4773,-6750,1189,-65,1443,154,-1711,-2238,-7367,1988,1176,-3647,-5623,-5497,5335,-353,-104,-52,7784,790,-547,0.317693055,5.05376339,1.605545521,0.423574716
10,-1285,2889,-1018,5010,-7176,1623,-285,1472,232,-2245,-2500,-7405,2307,409,-2851,-6063,-5948,5459,-402,-133,-30,7714,635,-652,0.312805474,5.05376339,1.580844879,0.423582256
10,-1164,2734,-481,4960,-7306,1599,-340,1169,287,-2429,-2724,-7631,2791,-197,-2146,-6038,-5871,5881,-452,-142,-4,7750,548,-701,0.317693055,5.043988228,1.60244,0.423589915
10,-960,2432,190,4420,-7458,1177,-276,730,272,-2344,-2635,-7770,2792,-528,-1073,-5200,-4511,6468,-438,-134,10,7833,376,-752,0.317693055,5.043988228,1.60244,0.423597544
10,-750,1927,691,3604,-7294,982,-332,167,217,-2152,-2506,-7732,2352,-5,66,-4624,-3917,6674,-328,-103,7,7875,249,-636,0.312805474,5.043988228,1.577787161,0.423605084
10,-623,1201,1131,2863,-7140,1030,-432,-162,160,-1968,-2509,-7652,2091,504,1161,-4691,-3174,6478,-216,-72,8,7947,254,-533,0.327468216,5.043988228,1.651745796,0.423612982
10,-493,176,1628,2334,-7356,1366,-546,-365,69,-1733,-2623,-7624,1987,723,1905,-4728,-2416,6377,-85,-40,-6,7866,280,-506,0.332355827,5.043988228,1.676398873,0.423620999
10,-417,-252,1971,2233,-7462,1829,-615,-360,21,-1584,-2699,-7744,2284,649,2655,-4754,-1713,6270,66,-48,-53,7827,345,-686,0.332355827,5.05376339,1.679647684,0.423629045
