activity,wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
7,-792,454,-1429,-4942,6503,-655,602,975,214,423,7461,-1711,-564,1859,-1878,6274,3053,-1720,670,-105,487,7635,-865,-738,0.312805474,5.05376339,1.580844879,0.290094525
7,-937,472,-1500,-4051,6633,-745,616,1112,361,589,7434,-1802,257,1334,-1656,6500,2899,-1898,723,-133,525,7486,-1262,-652,0.317693055,5.05376339,1.605545521,0.290102184
7,-1035,1126,-1616,-3539,6681,-1109,538,1450,507,618,7497,-1939,1714,1149,-1931,6767,3452,-1737,578,-160,553,7318,-1438,-362,0.322580636,5.05376339,1.630246162,0.290109992
7,-1214,2099,-1870,-3719,6793,-1246,462,1674,619,457,7571,-2051,2507,1018,-2569,7034,4962,-1461,415,-114,571,7465,-1574,-269,0.312805474,5.05376339,1.580844879,0.290117532
7,-1536,2802,-2333,-5457,6946,-1302,499,1505,773,458,7606,-2121,2568,730,-2660,7226,5708,-1238,242,-111,580,7389,-1546,-278,0.322580636,5.05376339,1.630246162,0.29012534
7,-1749,2807,-2650,-6287,7069,-1549,731,1104,978,847,7779,-2498,2552,834,-2611,8026,6048,-1584,338,-197,587,7265,-1721,-429,0.322580636,5.05376339,1.630246162,0.290133119
7,-1938,2722,-3076,-6802,6979,-2216,898,1088,1044,1227,7765,-2568,2874,1322,-2747,8216,6519,-1651,570,-325,576,7293,-1773,-613,0.317693055,5.05376339,1.605545521,0.290140808
7,-2042,2791,-3374,-6774,6769,-2612,997,1317,1044,1649,7671,-2873,3105,1838,-3109,8216,6886,-1993,796,-398,581,7246,-1656,-800,0.322580636,5.05376339,1.630246162,0.290148616
7,-2185,3236,-3887,-7184,6688,-2984,1145,1318,994,1852,7387,-3146,3442,2015,-3413,8308,7594,-2989,778,-513,550,7300,-1225,-1031,0.317693055,5.05376339,1.605545521,0.290156275
7,-2167,3503,-4413,-8060,6263,-3420,1279,1596,991,2029,7011,-3125,3905,2102,-3984,7791,8381,-3870,703,-566,540,7208,-998,-1234,0.322580636,5.05376339,1.630246162,0.290164053
7,-2040,3251,-5070,-8749,5852,-3462,1532,1919,930,1905,6960,-3142,3530,1807,-4211,7683,8535,-4848,652,-744,520,6757,-961,-1413,0.322580636,5.05376339,1.630246162,0.290171832
7,-1767,2902,-5515,-9145,5611,-3846,1762,2197,714,1659,7316,-3013,3209,1395,-4306,7542,8757,-5467,663,-1133,459,6477,-1066,-1603,0.322580636,5.05376339,1.630246162,0.29017964
7,-1465,2399,-5967,-9938,5615,-4019,1751,2282,535,1514,7363,-2808,3016,926,-4456,8139,9801,-6067,713,-1520,313,6251,-1144,-1755,0.337243408,5.05376339,1.704348445,0.290187776
7,-980,2098,-6739,-10857,6128,-4352,1698,2201,482,1190,7094,-2562,3309,352,-5025,9017,12120,-6920,562,-1867,223,5934,-1246,-1922,0.322580636,5.05376339,1.630246162,0.290195584
7,-646,1955,-7547,-12203,6693,-4326,1814,1746,482,804,6961,-2579,3547,-769,-6336,9140,14799,-6895,492,-2233,34,5213,-1316,-2151,0.322580636,5.05376339,1.630246162,0.290203393
7,-292,1038,-8867,-14464,6948,-4186,2141,735,502,520,6684,-3011,2821,-2284,-7630,10341,17887,-6375,395,-2823,-31,4595,-1527,-2564,0.322580636,5.043988228,1.627092957,0.290211171
7,-58,-224,-9911,-15529,6974,-4496,2601,-378,425,842,6713,-4005,940,-2715,-8436,12499,18685,-6102,702,-3266,58,4855,-1969,-3134,0.312805474,5.05376339,1.580844879,0.290218711
7,227,-1941,-11298,-15228,5814,-4852,2750,-397,265,862,7039,-4316,-707,-2283,-9498,12632,16761,-5496,1095,-3606,304,6888,-2473,-3429,0.312805474,5.043988228,1.577787161,0.290226251
7,303,-2850,-12155,-14376,4980,-4480,2901,-169,-497,396,7418,-4508,-1365,-1737,-10296,12614,14677,-5801,1036,-3778,468,8390,-2859,-3279,0.317693055,5.043988228,1.60244,0.29023391
7,170,-2216,-13282,-13813,4541,-3288,3044,-69,-1282,73,7681,-4846,318,-1795,-10906,11393,13498,-5445,928,-3852,-53,10178,-3293,-3262,0.322580636,5.05376339,1.630246162,0.290241718
7,87,-941,-14126,-13706,4088,-2205,3406,-203,-2247,-813,8127,-5974,2573,-2555,-11362,10393,13569,-4522,868,-3997,-536,7899,-3684,-2905,0.312805474,5.05376339,1.580844879,0.290249288
7,234,2,-14639,-12317,2940,-2630,3637,-547,-3017,-1471,8265,-6537,3870,-3455,-11799,9878,12537,-3590,1392,-4582,-1070,6803,-3490,-4016,0.312805474,5.05376339,1.580844879,0.290256858
7,320,660,-15091,-10270,2300,-2437,3746,-1810,-4083,-1962,7800,-7577,3635,-3760,-11957,9902,11496,-2960,1873,-4914,-1143,6204,-3179,-5002,0.312805474,5.043988228,1.577787161,0.290264398
7,312,887,-15366,-9120,1860,-2429,3711,-2064,-5088,-1753,7441,-7320,3386,-4082,-12263,9151,10063,-2594,1930,-6225,-1346,8666,-3402,-4640,0.317693055,5.05376339,1.605545521,0.290272057
7,500,928,-15243,-6412,334,-2780,3696,-1636,-6014,-1568,7808,-6819,3199,-4094,-12769,8077,6723,-2577,1647,-5734,-1381,10216,-3846,-3965,0.317693055,5.05376339,1.605545521,0.290279746
7,608,803,-14888,-4967,-488,-2499,3937,-1026,-7075,-1743,8673,-7298,2728,-4097,-12652,6506,4257,-2263,1903,-4658,-1529,11218,-3923,-2731,0.317693055,5.05376339,1.605545521,0.290287405
7,796,543,-14150,-3640,-1369,-2277,4005,-890,-7528,-1956,8425,-7869,1975,-4081,-11861,5451,2037,-2140,2316,-3203,-1595,9542,-3536,-2243,0.307917893,5.05376339,1.556144118,0.290294856
7,1065,358,-13461,-2850,-2003,-2061,3983,-188,-7837,-1657,7797,-8013,1488,-3944,-10896,3912,814,-2197,2449,-2700,-1569,7861,-3210,-2236,0.317693055,5.05376339,1.605545521,0.290302515
7,1381,7,-12297,-1516,-2464,-1608,4042,172,-7813,-1772,7804,-7790,1307,-3992,-10110,2034,-474,-1849,2266,-2690,-1577,7101,-2457,-2381,0.317693055,5.05376339,1.605545521,0.290310234
7,1543,-76,-11287,-577,-3024,-1462,3803,800,-8060,-829,7589,-7163,1249,-4100,-9506,763,-1262,-1672,1902,-2697,-1688,6849,-2382,-2353,0.322580636,5.05376339,1.630246162,0.290318012
7,1632,-319,-10280,-211,-3373,-888,3505,1354,-7940,-787,6777,-6622,869,-4084,-8649,-530,-1332,-763,1744,-2209,-1713,6800,-1843,-2716,0.332355827,5.05376339,1.679647684,0.290326029
7,1617,-670,-8916,399,-3587,-863,2926,1984,-7594,-312,5355,-6383,70,-4104,-7889,-893,-1552,-290,1695,-1720,-1603,6575,-1884,-2997,0.317693055,5.05376339,1.605545521,0.290333718
7,1594,-1193,-7942,596,-3704,-557,3251,2781,-7413,-532,4899,-5788,-538,-3642,-7281,-1310,-1571,131,1670,-1748,-1635,5922,-1622,-3612,0.322580636,5.05376339,1.630246162,0.290341496
7,1357,-2563,-6610,816,-3564,92,3747,2942,-7000,-822,4796,-5733,-2183,-3334,-6864,-2103,-1658,902,2328,-1783,-1766,6197,-1060,-3934,0.327468216,5.05376339,1.654946923,0.290349394
7,1023,-4116,-5479,1184,-3672,365,3706,3184,-6032,-862,4245,-5576,-4426,-3008,-6385,-2426,-2413,1434,2742,-846,-1612,6735,-1036,-2933,0.322580636,5.05376339,1.630246162,0.290357202
7,557,-6397,-3797,2448,-3670,184,3988,3086,-5268,-965,3940,-5518,-7027,-2682,-5998,-2403,-3888,1427,2351,-96,-1502,6289,-1969,-1776,0.332355827,5.05376339,1.679647684,0.290365219
7,167,-7549,-2508,3520,-3842,-584,3816,2919,-4465,-436,4248,-5857,-8319,-1931,-4896,-2340,-6768,968,2087,330,-1263,5486,-2191,-2778,0.327468216,5.05376339,1.654946923,0.290373117
7,-144,-8057,-1238,4060,-4187,-1728,3463,2992,-3795,563,4281,-6400,-9034,-1170,-3430,-2631,-9996,759,1078,327,-1006,5270,-2540,-3689,0.322580636,5.05376339,1.630246162,0.290380895
7,-170,-7509,278,4320,-4682,-2202,3022,3006,-3802,1003,3599,-6550,-7933,449,-100,-3172,-12505,-391,1657,356,-1009,5953,-2587,-3903,0.322580636,5.05376339,1.630246162,0.290388703
7,-114,-5702,1460,5255,-4638,-2253,2861,3330,-3549,1299,2903,-6771,-4330,1226,2687,-3801,-12583,-1420,2020,810,-1132,6229,-2544,-3909,0.322580636,5.05376339,1.630246162,0.290396482
7,-102,-2387,2972,5442,-4417,-1569,2714,3308,-2809,555,3199,-7645,-1349,1296,4399,-3974,-10143,-1669,2026,1163,-1227,6423,-2535,-4140,0.327468216,5.05376339,1.654946923,0.290404379
7,-248,72,3928,4080,-3934,-1368,2492,2836,-2229,147,3139,-7901,1364,958,5424,-3312,-6641,-1697,1609,1283,-1224,6624,-2517,-4455,0.327468216,5.05376339,1.654946923,0.290412307
7,-482,2159,4857,646,-3544,-1819,2195,2236,-1796,-258,2926,-7970,2735,827,6692,-1944,-2654,-1902,1304,1478,-1376,6975,-2560,-4515,0.322580636,5.05376339,1.630246162,0.290420085
7,-640,2687,5268,-1629,-3501,-2574,1781,1409,-1353,-1136,2072,-8288,2996,1349,7825,-906,1254,-2731,767,1748,-1290,6774,-2420,-4628,0.332355827,5.05376339,1.679647684,0.290428132
7,-788,2402,5326,-4385,-3047,-2736,1540,375,-1084,-2245,1123,-8830,2779,2211,7688,435,6041,-4127,340,1819,-1231,6669,-2687,-4368,0.322580636,5.05376339,1.630246162,0.29043591
7,-1047,2436,4995,-5861,-1425,-2027,1421,-1022,-1082,-2921,23,-9046,2602,2627,4890,559,15610,-5519,-229,1645,-1104,6330,-2506,-4338,0.327468216,5.043988228,1.651745796,0.290443808
7,-1535,2867,3911,-10552,-235,-1920,1427,-1323,-972,-2208,-199,-6719,3454,1165,2108,220,23037,-4261,-472,1214,-1101,6695,-2447,-4709,0.312805474,5.05376339,1.580844879,0.290451348
7,-1650,2366,614,-17041,-489,-1647,383,-552,-148,-157,-489,-1796,2012,424,-38,1837,26937,-4359,61,972,-1215,6797,-2472,-4903,0.312805474,5.043988228,1.577787161,0.290458888
7,-1085,700,-2007,-19534,-2631,-3535,-871,-851,81,-146,550,-2198,-1132,1805,-2038,1134,27394,-4281,1135,847,-1100,7707,-2823,-4442,0.317693055,5.05376339,1.605545521,0.290466577
7,-169,-4133,-5036,-16472,-5045,-4001,-2335,-2519,-130,-2753,1672,-5809,-4004,3111,-4178,185,22910,-5112,567,1044,-523,6603,-3194,-3585,0.322580636,5.043988228,1.627092957,0.290474355
7,212,-6553,-6670,-11701,-5438,-3173,-2673,-2977,-423,-4315,1267,-8151,-6310,3919,-5387,-1656,15891,-6572,52,815,-69,4782,-4603,-3002,0.317693055,5.05376339,1.605545521,0.290482014
7,152,-6863,-8231,-7200,-5972,-1643,-2380,-2313,-877,-4129,842,-9151,-4617,3132,-7084,-3434,9769,-7160,298,133,110,4958,-4113,-2668,0.322580636,5.05376339,1.630246162,0.290489852
7,-284,-6129,-9010,-4192,-6597,-1918,-1648,-1469,-1493,-2807,313,-9712,-1667,1622,-8616,-4482,5896,-6654,589,-154,70,6114,-2604,-2305,0.312805474,5.05376339,1.580844879,0.290497392
7,-984,-4354,-9507,313,-7418,-3561,-1062,-1206,-1927,-1920,719,-10699,-101,1226,-9380,-3897,1850,-5808,701,-158,131,6988,-980,-2316,0.312805474,5.05376339,1.580844879,0.290504962
7,-1325,-3143,-9456,3125,-7804,-5039,132,-827,-2380,-565,-9,-12075,400,1409,-9715,-3555,-2372,-5513,799,-73,152,7582,-154,-2523,0.317693055,5.05376339,1.605545521,0.290512651
7,-1480,-2318,-9077,5310,-7186,-5556,1485,113,-2475,13,914,-12014,52,1603,-9790,-4217,-7150,-6549,452,-35,55,8019,104,-3038,0.317693055,5.043988228,1.60244,0.29052031
7,-1690,-2039,-8006,8332,-7064,-6572,1919,558,-2493,-1303,2647,-10056,-319,1507,-9192,-4823,-10367,-7784,138,165,-16,8229,-295,-3194,0.312805474,5.05376339,1.580844879,0.29052785
7,-1683,-1822,-6842,10280,-7820,-7806,1655,-111,-2180,-1643,1622,-9177,-871,1412,-7838,-5549,-14661,-9163,-302,312,14,7702,-1402,-2856,0.317693055,5.05376339,1.605545521,0.29053551
7,-1249,-1791,-4794,11916,-8181,-8362,2309,-552,-1622,36,639,-9411,-1386,1192,-6359,-6206,-17608,-10504,-915,411,149,7343,-2437,-1913,0.322580636,5.05376339,1.630246162,0.290543318
7,-765,-1557,-3032,12343,-7942,-8468,2683,-180,-1344,956,1343,-8803,-1601,628,-3893,-6743,-19121,-11486,-1298,351,250,7012,-2784,-1462,0.337243408,5.05376339,1.704348445,0.290551454
7,-34,-847,-674,12450,-7492,-7941,2565,531,-878,585,1088,-8062,-1041,-419,-943,-6879,-20062,-11691,-1298,252,234,7121,-2581,-1140,0.312805474,5.05376339,1.580844879,0.290559024
7,547,237,1022,12383,-6820,-7140,2670,1209,-515,297,1161,-8107,85,-1826,1799,-6481,-19693,-10831,-1112,249,230,7416,-1926,-1515,0.312805474,5.05376339,1.580844879,0.290566564
7,1257,1932,3357,12892,-5966,-6879,2604,1768,-109,61,1703,-7909,1493,-2707,3273,-4608,-18475,-9547,-997,311,239,7558,-1524,-1648,0.317693055,5.05376339,1.605545521,0.290574253
7,1765,2932,5136,12181,-5093,-6558,2284,2188,304,561,1966,-7945,2236,-3209,5281,-2499,-17228,-7883,-856,294,215,7240,-961,-1882,0.317693055,5.05376339,1.605545521,0.290581912
7,2036,3949,6607,9986,-3390,-5063,1812,2617,478,658,1491,-7992,3155,-3743,7966,-1315,-15454,-5569,-744,147,170,6931,-945,-2981,0.317693055,5.05376339,1.605545521,0.290589571
7,1879,5265,8183,6749,-1334,-3025,1262,2973,657,419,299,-8104,4320,-4338,10410,1335,-11707,-3898,-802,24,293,6628,-1432,-3865,0.322580636,5.05376339,1.630246162,0.290597379
7,1520,5943,8995,3794,-32,-2724,917,3123,961,-358,-55,-8268,5901,-4461,11817,5149,-6426,-2118,-1005,-93,500,6233,-2278,-4377,0.322580636,5.05376339,1.630246162,0.290605187
7,1157,6412,9340,-658,1807,-2115,-20,2619,1651,-2618,-257,-8993,6827,-3744,13268,9582,-918,-1931,-1292,-314,780,6380,-2858,-3972,0.322580636,5.05376339,1.630246162,0.290612966
7,817,6482,8878,-3577,3762,-1142,-406,2192,1871,-3627,-742,-7372,7689,-1997,13633,11586,6375,-2439,-1915,-355,1022,6704,-2942,-3365,0.322580636,5.05376339,1.630246162,0.290620774
7,159,5216,8654,-4947,5040,-110,-399,1544,1670,-3730,745,-3892,8200,361,10058,11609,12716,-1100,-2193,-392,1222,6479,-2603,-3110,0.317693055,5.05376339,1.605545521,0.290628463
7,-291,3985,7918,-6472,6340,217,-1141,-273,1628,-933,1501,-2048,6000,725,5566,9528,19825,627,-2238,-518,1454,6359,-2315,-3617,0.322580636,5.05376339,1.630246162,0.290636241
7,-1246,2954,5779,-10050,6251,-12,-2595,-211,1941,1049,706,-433,455,913,3885,8588,17736,96,-2264,-492,1653,6241,-2160,-4068,0.327468216,5.05376339,1.654946923,0.290644139
7,-1431,1756,4231,-10861,3998,-482,-4015,-751,2655,1247,1456,-1984,-1492,2119,2571,6989,12218,-1159,-2377,-473,1731,6395,-1960,-4241,0.322580636,5.05376339,1.630246162,0.290651917
7,-1278,75,3268,-9495,1572,-1427,-4704,-2086,3022,714,2492,-3918,-1673,3057,1418,3427,8890,-1502,-2336,-349,1711,6600,-2084,-3976,0.317693055,5.05376339,1.605545521,0.290659606
7,-1077,-1517,2769,-5818,-575,-942,-5563,-2538,3418,-417,3197,-6203,-1828,3217,1031,1118,5583,-1988,-2307,-234,1591,6621,-2286,-3789,0.312805474,5.05376339,1.580844879,0.290667176
7,-1142,-1749,2908,-4427,-826,-392,-5949,-2579,3721,-931,3831,-7630,-1978,3084,1311,-141,2897,-1824,-2521,-62,1521,6850,-2221,-3150,0.317693055,5.05376339,1.605545521,0.290674835
7,-1241,-2048,3638,-3896,-1238,-776,-6236,-2415,4407,-478,4851,-8484,-1978,2858,2154,-627,1617,-1527,-2842,140,1544,6936,-2009,-2617,0.317693055,5.05376339,1.605545521,0.290682495
7,-1284,-2145,4291,-3353,-2226,-1512,-6475,-2134,5054,406,5026,-8818,-1952,2867,3288,-1034,703,-1383,-2687,365,1584,7388,-1908,-2794,0.312805474,5.05376339,1.580844879,0.290690064
7,-1259,-1587,5324,-2984,-3248,-2742,-6874,-1541,5861,1526,4809,-8834,-1535,3093,4588,-510,-226,-2080,-2691,581,1534,7632,-1750,-2906,0.322580636,5.05376339,1.630246162,0.290697843
7,-1153,-509,6058,-2965,-3714,-2774,-6807,-973,6207,1525,5322,-8705,-268,3892,5674,386,-706,-3223,-2851,859,1507,7446,-1498,-2470,0.317693055,5.05376339,1.605545521,0.290705502
7,-950,327,6978,-3392,-3036,-2052,-6335,-332,6326,687,6791,-8620,512,4328,7138,387,205,-3231,-2888,1179,1633,7123,-1548,-2222,0.322580636,5.043988228,1.627092957,0.29071328
7,-748,256,8478,-4121,-2301,-1922,-6016,157,6456,-810,7994,-8525,-324,3770,8738,1292,867,-3425,-2914,1329,1735,7195,-1699,-2241,0.322580636,5.05376339,1.630246162,0.290721089
7,-281,403,9498,-4523,-2119,-3471,-6127,80,6517,-1590,6919,-8473,-539,3370,10392,3697,673,-4879,-2780,1690,1743,7596,-1687,-2753,0.327468216,5.05376339,1.654946923,0.290728986
7,249,1167,10665,-5968,-2063,-3907,-6275,-385,6410,-2824,6793,-8283,500,3336,11319,5489,1925,-6323,-2834,1981,1766,7657,-1440,-2977,0.312805474,5.05376339,1.580844879,0.290736526
7,682,480,11645,-6979,-1114,-2813,-6114,-1371,6285,-3290,7740,-7597,801,3191,11834,6307,4454,-5497,-3250,2253,1928,7716,-1269,-2533,0.317693055,5.043988228,1.60244,0.290744185
7,1212,-1435,13029,-6808,823,-2023,-5613,-2679,5962,-2962,7966,-6999,-842,2373,12146,7463,6223,-3438,-3510,2412,2014,7825,-907,-2915,0.317693055,5.05376339,1.605545521,0.290751874
7,1616,-1912,13781,-6798,2373,-2373,-5562,-3412,5858,-2354,6862,-6934,-2562,1440,12416,9916,7681,-2995,-3772,2763,2087,8158,-770,-3524,0.317693055,5.05376339,1.605545521,0.290759534
7,1715,-1539,14277,-9028,4540,-2601,-5287,-3192,5750,-1680,6145,-6284,-4033,1153,12314,13325,8418,-2954,-3979,3273,2083,8350,-573,-3275,0.312805474,5.05376339,1.580844879,0.290767103
7,1867,-1018,14407,-11099,6083,-2311,-4885,-2731,5306,-207,7270,-5610,-4023,1478,12122,15545,8999,-2804,-4259,3405,2028,8251,-536,-2584,0.317693055,5.05376339,1.605545521,0.290774763
7,2054,-700,14058,-12822,7082,-2400,-4653,-2228,4814,898,8260,-5566,-2788,1666,12138,16874,9271,-2030,-3897,3514,1933,8459,-1550,-2954,0.312805474,5.05376339,1.580844879,0.290782303
7,2394,415,13436,-13025,8163,-2405,-4557,-2139,4212,378,8082,-5240,-1185,2298,11827,18561,9849,-2362,-3309,3791,1587,8398,-1895,-3391,0.317693055,5.05376339,1.605545521,0.290789962
7,2407,1657,13008,-13041,8979,-2559,-4683,-2793,3666,-171,7002,-4581,906,3006,11329,18644,10380,-2218,-2882,3927,1283,8053,-2126,-3504,0.322580636,5.043988228,1.627092957,0.29079774
7,2158,2932,12500,-12514,9760,-3495,-4072,-3307,2960,288,6731,-4188,2064,3661,10337,18648,10565,-2865,-2917,3958,882,7718,-1706,-2630,0.322580636,5.05376339,1.630246162,0.290805548
7,1725,3263,12132,-11788,10273,-3651,-3168,-3433,2702,630,8172,-4412,1215,4315,9639,17952,10070,-3709,-2942,3991,722,8233,-1667,-2992,0.317693055,5.05376339,1.605545521,0.290813208
7,1133,2877,12031,-11006,10525,-3907,-2642,-3243,2481,486,10085,-4856,-77,4373,9486,17250,8537,-3847,-2504,4070,422,9075,-1647,-3834,0.322580636,5.05376339,1.630246162,0.290820986
7,1148,1898,12031,-11173,10733,-3946,-2875,-3291,2129,85,9412,-4069,-1244,4082,9538,17152,7998,-3902,-1879,4354,-323,9039,-1221,-3649,0.322580636,5.05376339,1.630246162,0.290828794
7,1667,-290,11939,-11550,11945,-4091,-3266,-2908,1387,531,9444,-3051,-3011,3196,9436,17715,8975,-3105,-1126,4257,-844,9111,-2048,-3852,0.317693055,5.05376339,1.605545521,0.290836453
7,2199,-2190,11689,-11840,12503,-4271,-3769,-3217,1200,371,8419,-2671,-4663,2310,8758,17989,10391,-2247,-344,3334,-1690,6418,-2387,-4362,0.317693055,5.05376339,1.605545521,0.290844142
7,2762,-4176,11067,-11277,12375,-4241,-3434,-3572,921,-217,7565,-2749,-6347,2079,7650,17076,11391,-1780,-709,1783,-2362,2392,-2213,-2860,0.327468216,5.05376339,1.654946923,0.29085204
7,3221,-6286,9659,-9857,10461,-3871,-3479,-4999,1370,259,5746,-3198,-7882,2296,6178,14631,11532,-1468,-1835,1623,-697,-391,-3054,-213,0.327468216,5.05376339,1.654946923,0.290859967
7,3340,-7689,8350,-9082,8750,-3292,-3388,-5608,1773,565,4658,-3146,-9200,2610,4952,11391,10647,-948,-1820,2019,480,1719,-4860,911,0.327468216,5.05376339,1.654946923,0.290867865
7,3281,-9389,6631,-7380,7008,-2214,-2709,-5826,2430,1301,4022,-2527,-9908,2514,3247,9489,9889,-883,-1374,1578,951,6652,-3643,393,0.317693055,5.05376339,1.605545521,0.290875524
7,3200,-10029,5715,-5953,6615,-1694,-1808,-5415,2864,1880,4422,-1861,-10561,2148,1315,8074,9259,-561,-1518,969,479,7104,-3,-670,0.322580636,5.05376339,1.630246162,0.290883332
7,2953,-10585,5031,-6061,7654,-642,-220,-4532,2978,2505,6847,-1295,-11318,1553,-254,8432,8697,-157,-849,52,-397,9414,5253,-3896,0.317693055,5.05376339,1.605545521,0.290891051
7,2800,-11096,4698,-6590,8197,62,676,-3779,2635,2245,9127,-1355,-12852,982,-572,9561,7483,-676,-2023,-568,-287,9627,6292,-7661,0.322580636,5.043988228,1.627092957,0.2908988
7,3042,-11313,4283,-7020,8828,1128,767,-2831,1703,622,11349,-1299,-13829,548,-258,9994,5297,-857,-4312,696,207,10024,3755,-5796,0.322580636,5.05376339,1.630246162,0.290906608
7,3405,-10940,3966,-6991,9724,1583,258,-2663,1193,-66,12065,-1338,-13151,-326,193,9963,3888,-300,-4267,1227,231,8390,-72,-3941,0.322580636,5.05376339,1.630246162,0.290914387
7,3751,-10375,3583,-6661,10472,1978,-302,-3218,479,-538,12174,-1478,-11585,-1697,252,9946,3183,664,-3320,1231,69,7111,-1591,-1171,0.322580636,5.05376339,1.630246162,0.290922195
7,3939,-9584,2881,-6027,10202,1800,-990,-4322,-12,-525,10776,-1984,-9392,-2447,37,9983,4022,2239,-2466,159,-264,6665,-1871,1768,0.317693055,5.05376339,1.605545521,0.290929854
7,3776,-9033,2280,-5437,9532,1546,-1538,-4893,-231,-258,9434,-2328,-8030,-2547,-479,9661,5258,3664,-1174,-716,-463,7465,-1832,1978,0.322580636,5.05376339,1.630246162,0.290937632
7,3053,-8609,1465,-4906,8423,1451,-1783,-5261,-83,353,7672,-2498,-7816,-1833,-1088,9168,5929,4299,-520,-1041,-402,7242,-1455,263,0.322580636,5.05376339,1.630246162,0.290945411
7,2301,-8513,920,-4635,7508,1303,-1789,-5129,254,1070,6651,-2298,-8304,-729,-1674,8759,6016,4018,-1522,-812,-126,7723,-980,-1093,0.317693055,5.05376339,1.605545521,0.29095307
