activity,wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
3,13,-208,-378,-2124,7574,-2511,-15,-28,-19,1596,8003,-960,-202,-143,-349,7699,868,-2203,84,16,12,7525,-1976,-745,0.337243408,5.05376339,1.704348445,0.156096861
3,-20,-195,-436,-2085,7568,-2603,6,-6,0,1624,7930,-902,-190,-97,-436,7837,739,-2332,85,13,10,7469,-1958,-764,0.342130989,5.05376339,1.729049087,0.156105042
3,-11,-140,-542,-2304,7499,-3259,6,-13,17,1487,8040,-598,-90,-40,-588,8054,988,-3004,103,11,8,7498,-1935,-768,0.34701857,5.043988228,1.750357628,0.156113371
3,195,-281,-663,-2503,7682,-4013,-191,-145,4,1348,8243,-192,-395,44,-1159,8674,1873,-5327,122,5,10,7527,-1924,-733,0.34701857,5.043988228,1.750357628,0.156121686
3,924,-1008,-1041,-3993,8105,-4559,-659,-684,40,1372,8474,230,-1331,-59,-1613,8275,3379,-6187,182,49,24,7563,-2029,-640,0.337243408,5.05376339,1.704348445,0.156129777
3,1305,-1981,-1451,-4872,8554,-4592,-941,-1207,251,1643,8354,228,-2630,-775,-1838,8539,5015,-6726,210,66,41,7459,-2133,-657,0.337243408,5.05376339,1.704348445,0.156137869
3,1573,-3099,-2138,-5602,8459,-4624,-909,-1980,764,2112,8072,-33,-3938,-1364,-2399,8634,7564,-7208,246,51,34,7455,-2210,-761,0.332355827,5.05376339,1.679647684,0.156145871
3,1970,-5427,-3276,-6093,9070,-6299,-886,-2496,1270,2075,7895,-230,-6173,-2402,-3895,10546,9319,-7815,260,37,9,7506,-2116,-808,0.356793731,5.05376339,1.803151131,0.156154439
3,2109,-7328,-4214,-7056,9186,-7016,-927,-3040,1668,1820,8119,151,-9584,-2213,-4961,12389,9159,-10211,281,41,-9,7539,-2011,-772,0.342130989,5.05376339,1.729049087,0.156162649
3,2658,-9637,-5306,-8216,9176,-7264,-1241,-3476,1820,1854,7885,170,-11348,-1776,-5603,12248,7676,-11394,289,74,-7,7614,-1868,-714,0.34701857,5.05376339,1.753749728,0.156170964
3,2913,-11097,-5924,-8581,8978,-6239,-1314,-3575,1687,1757,7761,-145,-12253,-2036,-5820,11021,6086,-11771,303,117,2,7606,-1834,-591,0.351906151,5.05376339,1.77845037,0.156179413
3,3196,-11948,-6419,-8085,8490,-5713,-1383,-3362,1290,1467,7783,-895,-11765,-2755,-5993,10050,5655,-10900,339,111,-4,7546,-1849,-488,0.34701857,5.05376339,1.753749728,0.156187728
3,3255,-12038,-6873,-7177,7350,-5287,-1329,-3073,879,1230,7782,-1212,-11260,-3377,-6426,9975,5672,-9405,399,65,-15,7517,-1882,-457,0.342130989,5.05376339,1.729049087,0.156195953
3,3172,-11690,-7111,-6890,6246,-5061,-1102,-2671,467,1361,7759,-1599,-11335,-3227,-6651,9841,5945,-8480,407,-22,-40,7465,-1910,-559,0.342130989,5.05376339,1.729049087,0.156204164
3,2981,-11335,-7205,-7023,4885,-4446,-629,-1786,-67,1331,7572,-1908,-11683,-2577,-6708,8966,5217,-7537,373,-69,-52,7455,-1904,-613,0.337243408,5.05376339,1.704348445,0.15621227
3,2872,-11370,-7091,-6848,4513,-3522,-160,-1117,-417,1189,7752,-2088,-11743,-2004,-6683,7966,4522,-6962,263,-88,-59,7533,-1842,-695,0.34701857,5.05376339,1.753749728,0.156220585
3,2612,-11109,-6874,-5947,4050,-2132,513,-374,-661,988,7789,-1974,-11221,-2164,-6806,6358,4432,-6458,170,-84,-44,7564,-1796,-671,0.34701857,5.05376339,1.753749728,0.15622893
3,2399,-10333,-6777,-5843,3884,-791,951,-20,-713,1028,7523,-1757,-10305,-2917,-6956,5146,4736,-5580,138,-71,-38,7575,-1786,-622,0.342130989,5.05376339,1.729049087,0.156237155
3,2185,-9432,-6733,-6308,4084,479,1494,236,-870,814,7459,-1603,-9383,-4349,-6980,5174,6486,-4246,116,-70,-38,7611,-1793,-588,0.34701857,5.05376339,1.753749728,0.15624547
3,1865,-8949,-6667,-7049,3880,1058,1863,284,-922,899,7715,-1602,-9727,-5350,-6962,6096,7033,-3029,77,-79,-24,7556,-1832,-529,0.34701857,5.05376339,1.753749728,0.15625383
3,1734,-9293,-6667,-6981,3940,1699,2129,309,-979,884,7662,-1563,-11010,-5488,-6713,6911,7339,-2409,60,-69,1,7516,-1986,-510,0.342130989,5.05376339,1.729049087,0.15626204
3,1305,-9701,-6647,-6702,3761,3070,2388,134,-1069,936,7683,-1492,-12041,-5414,-6477,6605,6687,-2038,39,-42,19,7536,-2049,-546,0.342130989,5.043988228,1.72570467,0.156270236
3,1115,-10081,-6645,-7081,4443,4045,2507,-241,-1312,1124,7532,-1528,-12483,-5899,-6014,6930,5126,-840,35,-1,46,7507,-2087,-650,0.342130989,5.043988228,1.72570467,0.156278446
3,205,-10794,-6805,-7487,5696,6631,2504,-579,-1346,1785,7828,-1476,-12982,-6742,-5280,7698,5487,1052,54,0,41,7548,-2005,-739,0.34701857,5.043988228,1.750357628,0.156286776
3,-665,-11560,-6774,-6958,5955,7469,2283,-893,-1296,1536,7905,-1374,-13863,-7291,-4442,9646,4744,1922,110,-17,21,7580,-1792,-798,0.34701857,5.05376339,1.753749728,0.156295091
3,-1529,-11760,-6699,-6669,6140,7282,2138,-1578,-1083,1663,8041,-1246,-14220,-6804,-3844,11755,2002,2786,91,-20,-8,7621,-1688,-749,0.332355827,5.05376339,1.679647684,0.156303063
3,-2725,-11487,-6501,-6231,6814,7048,2045,-2153,-1049,1903,8487,-1277,-13582,-5303,-1965,13120,-1439,5395,84,-16,-24,7539,-1675,-753,0.337243408,5.05376339,1.704348445,0.156311139
3,-3760,-10913,-6049,-4142,8119,6741,1693,-2801,-1090,2177,8669,-1813,-9469,-2368,-530,15019,-3623,10371,47,-22,-36,7472,-1809,-654,0.34701857,5.05376339,1.753749728,0.156319469
3,-5562,-7847,-5181,3116,9068,6801,834,-3007,-1085,2209,8343,-1119,-6131,1964,-106,19005,-4073,14213,16,-58,-3,7495,-1858,-646,0.34701857,5.043988228,1.750357628,0.156327769
3,-6471,-3419,-4336,3472,7294,6604,135,-3139,-598,3475,8066,-780,-2398,6701,-457,20004,-3428,13706,-60,-21,9,7625,-1919,-469,0.34701857,5.043988228,1.750357628,0.156336084
3,-7127,-321,-3577,1238,5343,7638,-751,-1803,202,3893,7675,-1279,390,12878,-1265,18075,-1617,9659,-116,1,16,7572,-1949,-535,0.342130989,5.043988228,1.72570467,0.15634428
3,-7941,1477,-3013,-54,2056,8301,-925,-1016,810,2828,7626,-2009,1492,16809,-1502,15517,-1234,7562,-97,-18,17,7521,-1951,-661,0.337243408,5.043988228,1.701051831,0.156352356
3,-8182,2123,-2755,-816,-147,7596,-885,-590,714,1455,7725,-2686,1876,18597,-1299,11129,221,4127,-87,7,33,7547,-1994,-758,0.332355827,5.05376339,1.679647684,0.156360343
3,-8376,2159,-2713,-1621,-2683,5171,-575,-600,259,556,7757,-2911,1349,19696,-837,7271,-603,1901,-125,51,60,7557,-1966,-772,0.312805474,5.05376339,1.580844879,0.156367898
3,-8227,1915,-2666,-1717,-4122,4918,-167,-579,-98,154,7783,-2984,1584,19815,240,4560,-848,-1362,-178,39,70,7399,-1935,-747,0.312805474,5.05376339,1.580844879,0.156375468
3,-8037,1182,-2639,-2056,-5047,3727,286,-665,-336,111,7959,-3018,2053,19202,1582,2248,-813,-3202,-219,20,72,7453,-1857,-618,0.317693055,5.05376339,1.605545521,0.156383142
3,-7653,-38,-2370,-2005,-5100,3151,631,-810,-263,342,7971,-3018,2168,18079,2707,1250,43,-4348,-329,-10,74,7558,-1817,-495,0.317693055,5.05376339,1.605545521,0.156390831
3,-7324,-1560,-1970,-1482,-4692,3126,957,-1143,-6,421,7445,-3064,1887,17219,3131,361,1254,-4417,-375,-54,61,7505,-1946,-666,0.317693055,5.05376339,1.605545521,0.156398505
3,-6817,-3125,-1103,55,-4901,1928,1131,-1343,107,605,7517,-2756,1298,16126,2941,106,1507,-5031,-415,-71,48,7545,-1990,-777,0.312805474,5.05376339,1.580844879,0.15640606
3,-6537,-3269,-628,225,-4744,1256,1380,-1853,628,-604,7353,-2381,990,15191,2854,280,1708,-6066,-536,-40,44,7513,-2011,-838,0.317693055,5.05376339,1.605545521,0.156413764
3,-6288,-3017,-194,-272,-4844,1246,1426,-2095,574,-584,7762,-2289,1081,14413,3119,37,2297,-6905,-499,-56,39,7440,-2020,-976,0.317693055,5.05376339,1.605545521,0.156421423
3,-5891,-2570,-172,-157,-5237,978,1263,-2638,382,-61,7781,-2109,1457,13574,3410,-1912,2670,-7916,-435,-53,52,7395,-2029,-1035,0.317693055,5.043988228,1.60244,0.156429067
3,-5471,-1432,-335,-701,-5858,207,1119,-2484,141,417,8131,-1716,2064,10411,3301,-1402,2128,-9011,-418,-50,66,7355,-2029,-966,0.312805474,5.05376339,1.580844879,0.156436622
3,-4795,-392,-405,-127,-6634,-75,936,-2031,-6,754,8552,-1547,2049,8804,3727,-1638,3625,-10896,-457,-36,83,7368,-2036,-826,0.317693055,5.05376339,1.605545521,0.156444341
3,-3406,-127,-858,-1789,-7937,-428,731,-1816,-171,770,8893,-1828,2481,6348,2934,-2877,3668,-12629,-490,-37,95,7481,-2009,-701,0.317693055,5.05376339,1.605545521,0.156452015
3,-2412,588,-778,-333,-8133,-1358,440,-1855,-346,963,8771,-2003,2172,4469,2472,-4817,6135,-13326,-484,-27,110,7590,-2022,-539,0.317693055,5.05376339,1.605545521,0.156459704
3,-952,1248,-1046,-975,-8047,-1873,18,-1228,-607,1600,8328,-1955,1786,1165,1368,-5219,6806,-13925,-414,-13,108,7627,-2052,-404,0.322580636,5.05376339,1.630246162,0.156467497
3,29,1419,-1081,-669,-8323,-1714,-265,-460,-705,1999,7894,-2105,860,-2128,-137,-5175,7026,-13008,-339,-26,89,7625,-2084,-401,0.317693055,5.05376339,1.605545521,0.156475201
3,1007,1451,-1037,-911,-8210,-1678,-479,456,-578,1381,7645,-2268,-368,-5022,-1592,-4968,7618,-13076,-228,-14,94,7613,-2208,-514,0.317693055,5.05376339,1.605545521,0.156482875
3,1926,1420,-997,-921,-7800,-707,-399,662,-517,628,7568,-2609,-948,-6888,-2825,-4551,6672,-11682,-138,10,99,7547,-2248,-642,0.312805474,5.05376339,1.580844879,0.15649046
3,2383,1818,-813,-307,-7441,209,-184,419,-423,-372,7586,-2993,-1659,-8927,-3494,-4493,6185,-10426,-71,55,127,7484,-2216,-658,0.337243408,5.05376339,1.704348445,0.156498611
3,3149,1855,-734,-919,-7776,1157,26,-57,-252,-693,7559,-2917,-2102,-11562,-4741,-5058,5418,-9058,-5,92,136,7491,-2112,-636,0.327468216,5.05376339,1.654946923,0.156506523
3,3460,1383,-554,-1011,-7239,2045,211,-722,-63,-352,7587,-3013,-2022,-13954,-5771,-4238,5341,-9361,50,85,139,7482,-1973,-623,0.312805474,5.05376339,1.580844879,0.156514093
3,3656,671,-383,-664,-7540,3165,370,-956,50,190,7694,-2903,-2253,-15911,-6264,-3937,5210,-7962,83,65,138,7583,-1910,-713,0.312805474,5.043988228,1.577787161,0.156521633
3,3725,507,-356,-335,-7555,3638,472,-953,144,577,7768,-2877,-2885,-17680,-6434,-2630,4156,-6236,183,66,130,7551,-1840,-848,0.312805474,5.05376339,1.580844879,0.156529188
3,3839,640,-268,-797,-7059,3493,557,-661,210,681,7753,-2834,-2456,-18946,-6678,27,3332,-5189,259,42,112,7450,-1805,-1075,0.317693055,5.05376339,1.605545521,0.156536877
3,3758,402,-220,-1697,-6831,3544,660,-361,242,518,7578,-2942,-2507,-19380,-6373,1438,3021,-2976,262,-13,66,7457,-1772,-1221,0.322580636,5.05376339,1.630246162,0.15654467
3,3904,-74,-147,-1931,-6552,3250,719,-26,210,74,7542,-3046,-2449,-19247,-6005,3207,2408,-1953,306,-84,22,7299,-1690,-1287,0.307917893,5.05376339,1.556144118,0.156552106
3,4044,-544,-228,-1097,-6173,3590,699,-23,135,-504,7420,-3129,-1949,-18714,-5688,4181,1634,-28,232,-198,10,7404,-1761,-1279,0.312805474,5.05376339,1.580844879,0.156559661
3,3973,-741,-401,-1567,-6051,3876,700,-395,90,-969,7263,-3227,-1465,-18489,-5126,6070,851,1525,181,-207,26,7487,-1874,-1225,0.312805474,5.05376339,1.580844879,0.156567216
3,3990,-764,-677,-2077,-5171,3927,743,-1136,82,-1063,7103,-3201,-308,-17081,-4106,8071,-829,5150,131,-169,48,7611,-1992,-1051,0.317693055,5.05376339,1.605545521,0.156574905
3,4056,-303,-573,-917,-3811,3937,602,-1666,90,-275,7308,-2579,1096,-14777,-2594,9236,-1839,7640,32,-81,49,7516,-2067,-776,0.317693055,5.05376339,1.605545521,0.156582579
3,4282,-41,-327,-889,-2204,4621,340,-1781,-5,389,7443,-2227,1898,-12024,-1659,11232,107,11738,58,-88,50,7460,-2101,-721,0.312805474,5.05376339,1.580844879,0.156590134
3,3968,-30,-86,198,-880,7528,8,-1870,89,772,7296,-2246,449,-7761,-1155,12885,1933,13199,75,-82,63,7530,-2084,-642,0.312805474,5.05376339,1.580844879,0.156597689
3,3080,754,34,-259,-1484,10608,-554,-1071,227,2173,7041,-2362,-261,-4088,-1170,12712,489,12696,107,-73,73,7430,-2118,-556,0.312805474,5.05376339,1.580844879,0.156605244
3,2303,1089,215,-569,-2161,10958,-1003,112,486,1684,7154,-2314,716,-2343,-1241,10025,46,11586,157,-77,81,7444,-2122,-585,0.317693055,5.05376339,1.605545521,0.156612918
3,1601,1223,257,-935,-3286,10281,-1125,836,708,547,7778,-2526,1087,-1464,-1079,8261,710,10972,175,-91,89,7373,-2098,-596,0.322580636,5.05376339,1.630246162,0.156620726
3,944,1078,289,-995,-4587,9193,-1174,694,619,-72,8232,-2863,821,-254,-779,6086,1040,10911,211,-119,96,7455,-2143,-760,0.317693055,5.05376339,1.605545521,0.156628385
3,479,787,272,-1495,-5374,9241,-1175,348,328,-126,8152,-3144,55,38,-317,5013,771,10244,205,-100,108,7498,-2120,-834,0.317693055,5.05376339,1.605545521,0.156636074
3,87,228,264,-1649,-6079,8274,-1079,284,87,105,7890,-3121,197,87,146,3683,254,10123,236,-91,98,7404,-2046,-855,0.312805474,5.05376339,1.580844879,0.156643629
3,-145,13,271,-1292,-6292,7564,-748,388,-116,451,7675,-3037,461,153,365,3141,679,10160,250,-137,84,7324,-1898,-848,0.317693055,5.05376339,1.605545521,0.156651303
3,-447,-78,239,-1790,-6103,7486,-454,389,-166,287,7428,-3201,651,413,504,3348,1182,10195,229,-233,83,7241,-1845,-931,0.322580636,5.05376339,1.630246162,0.156659111
3,-793,-343,97,-2642,-5808,7760,-103,229,-204,-105,7155,-3183,546,733,1136,4415,1524,10732,233,-361,76,7210,-1839,-1081,0.312805474,5.05376339,1.580844879,0.156666666
3,-1211,-942,37,-1583,-5532,7664,118,182,-272,-93,7343,-2970,327,1721,1479,5121,1592,11181,196,-470,61,7227,-1782,-1231,0.312805474,5.05376339,1.580844879,0.156674221
3,-1518,-859,47,-516,-5407,7339,315,176,-336,-39,7764,-2923,185,2967,1279,4918,1328,10981,58,-541,39,7209,-1741,-1378,0.327468216,5.05376339,1.654946923,0.156682134
3,-1902,-255,92,163,-5158,7493,570,-19,-503,136,8130,-3175,800,3709,880,4705,866,10134,-50,-642,31,7093,-1705,-1421,0.317693055,5.05376339,1.605545521,0.156689838
3,-2689,673,-20,-599,-5133,7841,590,-313,-624,263,7633,-3369,1498,4098,663,5028,887,10687,-200,-747,32,7062,-1575,-1520,0.317693055,5.05376339,1.605545521,0.156697512
3,-3139,1003,-62,-1727,-5347,7903,584,-497,-534,324,7237,-3026,1981,5126,793,5516,1274,11444,-276,-841,7,6590,-1757,-1491,0.317693055,5.05376339,1.605545521,0.156705216
3,-3665,480,-173,-2821,-4843,8091,637,-153,-522,172,7330,-2877,1518,6567,1666,6967,1887,12281,-231,-1201,-45,6457,-1800,-1647,0.312805474,5.05376339,1.580844879,0.15671277
3,-4123,-162,-251,-2624,-4660,7110,635,-164,-645,173,7337,-2884,530,8185,2188,7987,2264,13117,-231,-1408,-98,6396,-1970,-1730,0.317693055,5.05376339,1.605545521,0.156720445
3,-4432,-601,-238,-1261,-5143,4733,597,-182,-611,-329,7388,-2699,614,11948,2384,8535,2329,12529,-255,-1645,-70,6305,-1962,-1803,0.307917893,5.05376339,1.556144118,0.156727895
3,-4475,-255,-173,-261,-5584,4090,632,-183,-656,67,7655,-3204,1179,16053,1416,8444,2528,8027,-322,-1811,15,6456,-2077,-1871,0.307917893,5.05376339,1.556144118,0.156735331
3,-4600,1006,-214,-657,-6555,4274,582,-2,-686,-375,7314,-3664,1170,18335,591,6249,2918,4905,-286,-1890,164,6588,-2282,-1903,0.312805474,5.05376339,1.580844879,0.156742886
3,-4767,1521,-353,-2224,-6861,4661,622,118,-705,-549,7208,-3597,995,18852,457,3148,2905,1710,-177,-1998,318,6936,-2511,-2032,0.322580636,5.05376339,1.630246162,0.156750664
3,-4999,1044,-630,-3325,-6985,4461,771,232,-771,-589,7393,-3264,826,18733,937,1558,2889,392,-345,-1908,470,7339,-2508,-1737,0.312805474,5.05376339,1.580844879,0.156758204
3,-5012,-851,-822,-3534,-6907,3183,828,261,-823,-599,7721,-3080,535,18688,1932,823,2834,-1473,-374,-1743,546,7785,-2737,-1496,0.312805474,5.05376339,1.580844879,0.156765774
3,-4859,-2336,-839,-2756,-6618,2422,789,179,-814,-319,7811,-3088,-187,18171,2972,452,2573,-2808,-145,-1566,502,8006,-2955,-1528,0.317693055,5.043988228,1.60244,0.156773433
3,-4504,-3802,-507,-1567,-6559,1763,732,-14,-766,37,7532,-3040,-420,17774,3779,575,2585,-4697,126,-1278,378,8054,-3089,-1696,0.307917893,5.05376339,1.556144118,0.156780869
3,-4167,-4371,-197,-858,-6587,1029,627,-14,-694,323,7268,-2899,-78,17332,4065,1112,2693,-6284,283,-1073,192,7794,-2725,-1657,0.317693055,5.05376339,1.605545521,0.156788528
3,-3811,-4117,16,694,-6140,759,554,126,-586,95,7148,-2883,959,17046,4266,1120,2978,-7661,211,-961,123,7889,-2452,-1904,0.317693055,5.05376339,1.605545521,0.156796202
3,-3920,-3374,41,-5,-5880,397,479,281,-413,-15,7537,-2710,1494,16142,3916,1225,3332,-8543,103,-845,24,8259,-2432,-2318,0.307917893,5.05376339,1.556144118,0.156803638
3,-3888,-2632,144,-978,-6608,252,380,377,-340,-381,7989,-2332,1098,15069,3759,-3375,4993,-11384,2,-737,-109,7960,-2972,-2176,0.312805474,5.05376339,1.580844879,0.156811222
3,-3344,-1744,108,-240,-7975,77,6,270,-293,-723,8174,-2044,-183,10813,4357,-3095,8170,-18346,30,-634,-202,7726,-3302,-2339,0.312805474,5.05376339,1.580844879,0.156818777
3,-1878,-714,-88,-1207,-8391,-934,-353,-28,-215,-649,8188,-2143,-788,7068,3691,-7262,7158,-20425,112,-394,-263,7573,-3435,-2417,0.317693055,5.05376339,1.605545521,0.156826437
3,-27,377,-279,-489,-8518,-2774,-588,-239,-174,-209,8255,-2543,-290,127,1565,-9263,7915,-19081,110,-133,-249,7561,-3271,-2436,0.317693055,5.05376339,1.605545521,0.156834111
3,1073,1174,-472,-359,-8544,-3567,-989,-157,-112,89,8082,-3421,-143,-4425,-1785,-6379,7773,-17275,-10,258,-201,7707,-3145,-2316,0.312805474,5.05376339,1.580844879,0.156841666
3,2195,1411,-634,21,-7561,-3178,-1130,-86,61,-141,7877,-3786,-835,-9676,-3810,-3464,7979,-16980,-46,449,-168,7632,-3071,-2182,0.322580636,5.05376339,1.630246162,0.156849459
3,2830,1954,-386,776,-9084,-2104,-1134,-79,318,-423,7520,-4062,-2096,-12278,-5341,-2511,6408,-14189,-120,499,-134,7475,-2927,-2044,0.327468216,5.05376339,1.654946923,0.156857371
3,4113,2013,-125,-69,-8366,-482,-1043,-246,496,-419,7194,-3972,-2658,-15305,-6196,-3484,5467,-12725,-118,539,-103,7228,-3025,-2121,0.322580636,5.05376339,1.630246162,0.15686515
3,4458,1533,55,-1013,-8284,658,-766,-336,670,-589,7374,-3855,-3224,-16919,-6273,-2015,4816,-12528,-97,593,-34,6989,-2826,-2297,0.312805474,5.05376339,1.580844879,0.156872734
3,4554,835,94,-456,-8085,1716,-424,-195,795,-646,7363,-3902,-3040,-18510,-6466,-2618,3512,-10197,-169,620,69,6575,-2673,-2390,0.312805474,5.05376339,1.580844879,0.156880289
3,4311,801,309,638,-8487,1905,-150,-377,933,-722,7327,-4083,-2794,-20488,-6861,-326,3084,-8563,-208,592,148,6448,-2548,-2587,0.322580636,5.05376339,1.630246162,0.156888068
3,4412,797,527,94,-8259,2211,295,-812,1053,-347,7232,-4060,-2328,-21244,-7124,1509,3316,-5984,-234,598,231,6545,-2337,-2651,0.317693055,5.05376339,1.605545521,0.156895757
3,4162,477,546,-1661,-7689,3144,550,-690,1053,39,7209,-3595,-2522,-21888,-6728,2230,3262,-4085,-254,624,286,6665,-2174,-2628,0.312805474,5.05376339,1.580844879,0.156903312
3,3918,49,335,-2533,-7470,3807,573,-115,827,36,7191,-3339,-2068,-21964,-6117,4918,2057,-2706,-362,599,316,6669,-2036,-2589,0.317693055,5.05376339,1.605545521,0.156910986
3,3713,-629,-140,-3336,-7729,3195,656,303,622,-386,7318,-3608,-242,-21667,-5188,6822,775,-1559,-351,529,288,6671,-1950,-2735,0.317693055,5.05376339,1.605545521,0.15691869
3,4013,-1327,-531,-3659,-7212,2283,755,56,314,-1234,7374,-3803,911,-20742,-3125,10530,-632,3820,-414,424,233,6588,-1862,-2946,0.317693055,5.05376339,1.605545521,0.156926364
3,4152,-1314,-414,-113,-4044,2749,667,-584,149,-1267,7544,-3270,3071,-16471,-1633,13607,-1582,9817,-488,342,194,6481,-2166,-3076,0.312805474,5.05376339,1.580844879,0.156933919
3,4009,-497,-214,1159,-1798,5449,171,-1526,262,-708,7072,-2581,2633,-12600,-561,15825,86,16794,-536,235,136,6545,-2514,-3085,0.317693055,5.05376339,1.605545521,0.156941593
3,3216,588,-223,-270,-1529,9700,-259,-2206,398,78,6298,-2592,1340,-6346,-112,18386,2128,17429,-450,89,64,6702,-2653,-3044,0.312805474,5.05376339,1.580844879,0.156949177
3,1616,447,-111,-1945,-2255,14214,-475,-1642,671,1705,6340,-2599,107,-1499,581,18302,1649,16636,-454,-23,-18,6810,-2646,-2838,0.312805474,5.05376339,1.580844879,0.156956747
3,273,78,49,-352,-2920,13725,-545,-346,690,1574,7553,-3007,667,2075,541,15969,476,16858,-381,-119,-71,6741,-2675,-2772,0.312805474,5.05376339,1.580844879,0.156964302
3,-1383,1078,31,1161,-4829,10098,-593,282,787,311,8407,-3397,1579,4843,-305,12690,579,16453,-371,-114,-76,6744,-2669,-2675,0.342130989,5.043988228,1.72570467,0.156972557
3,-2296,1990,-6,306,-5583,7738,-841,113,640,-594,8006,-4017,1954,8497,-442,10375,335,15772,-317,-66,-51,7129,-2731,-2722,0.307917893,5.05376339,1.556144118,0.156979978
3,-2897,2140,-231,-2241,-6807,5578,-932,-180,229,-410,7494,-4016,1219,12687,52,9764,1180,14087,-271,76,-45,7403,-2723,-2598,0.312805474,5.05376339,1.580844879,0.156987533
3,-3176,943,-387,-2499,-7631,4853,-782,-4,-319,-139,7444,-3737,-1138,16849,1159,8491,2432,11330,-82,159,-106,7367,-2753,-2468,0.317693055,5.043988228,1.60244,0.156995177
3,-3329,-1152,-341,-1508,-8611,4672,-448,215,-509,-94,7300,-3892,-2558,19518,2170,6539,2874,7303,70,215,-154,7278,-2651,-2329,0.312805474,5.05376339,1.580844879,0.157002732
3,-3676,-2186,-165,-255,-8592,4501,29,352,-690,-276,7242,-4087,-3825,20660,2517,3561,2513,3920,79,293,-165,7181,-2444,-2211,0.312805474,5.05376339,1.580844879,0.157010317
3,-4029,-2419,69,253,-8313,4236,351,548,-739,-618,7398,-3661,-2510,20834,2212,2640,691,774,-89,383,-132,7070,-2354,-2074,0.312805474,5.05376339,1.580844879,0.157017872
3,-4419,-1273,-82,248,-8156,3939,591,729,-839,-747,7708,-3191,87,20963,2646,1079,114,-2362,-186,405,-79,7042,-2322,-2034,0.322580636,5.043988228,1.627092957,0.157025635
3,-4822,213,-652,-1210,-7260,3392,564,700,-901,-833,7556,-2938,1745,20011,3613,-271,280,-3979,-265,487,-37,7246,-2352,-2033,0.317693055,5.05376339,1.605545521,0.157033339
3,-4953,7,-648,-2547,-6574,2606,628,526,-841,-979,7103,-2962,2437,19321,4278,241,1444,-5463,-245,529,-12,7347,-2397,-2048,0.322580636,5.043988228,1.627092957,0.157041118
3,-4526,-1111,-358,-1443,-6727,1968,781,-216,-696,-181,7281,-2959,1501,18455,4967,561,2066,-6398,-205,559,2,7311,-2407,-2002,0.312805474,5.05376339,1.580844879,0.157048672
